mobile_price,disp_size,resolution,os,num_cores,mp_speed,int_memory,ram,battery_power,mob_width,mob_height,mob_depth,mob_weight,2G,3G,4G,4GVOLTE,5G,p_cam_max,p_cam_count,f_cam_max,f_cam_count,Infinix,MI3,Mi,OPPO,POCO,Realme,Redmi,Samsung,Vivo,Black,Blue,Brick,Brown,Champagne,Concrete,Cyan,Edition,Gold,Green,Grey,Mint,Mist,Orange,Purple,Red,Ruby,Sapphire,Sea,Silver,Violet,Wave,White
12990,15.75,1094400,8,8,2.3,32,2,4230,75.4,155.9,8.2,170.0,1,1,1,1,0,13,2,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14990,16.51,2527200,9,8,2.1,64,6,4000,76.1,161.3,8.8,190.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41990,16.76,2527200,9,8,2.8,256,8,4065,77.2,162.0,9.3,215.0,1,1,1,1,0,48,3,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38990,16.51,2527200,9,8,2.2,256,8,4000,74.3,160.0,9.5,189.0,1,1,1,0,0,48,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60990,16.26,2527200,8,8,2.649,256,8,3730,74.2,156.7,9.6,186.0,1,1,1,1,0,16,2,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60990,16.26,2527200,8,8,2.649,256,8,3730,74.2,156.7,9.6,186.0,1,1,1,1,0,16,2,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29999,16.51,2527200,9,8,2.2,256,8,4000,75.8,161.8,8.67,195.0,1,1,1,0,0,48,4,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14499,14.48,1036800,7,8,2.5,64,4,3180,73.1,150.5,7.7,143.0,1,1,0,1,0,13,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15990,16.56,1152000,9,8,1.8,128,8,5000,75.6,163.6,9.1,195.0,1,1,1,1,0,48,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13744,15.75,1094400,8,8,2.3,32,3,4230,75.4,155.9,8.2,170.0,1,1,1,1,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12990,15.75,1094400,8,8,2.3,32,2,4230,75.4,155.9,8.2,170.0,1,1,1,1,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9490,15.75,1094400,8,8,2.3,32,3,4230,75.4,155.9,8.2,170.0,1,1,1,1,0,13,2,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18989,16.28,2527200,8,8,1.95,64,6,3600,75.5,158.3,7.4,156.0,1,1,1,1,0,16,2,25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990,16.0,2527200,8,8,2.0,64,6,3500,74.0,156.7,7.99,169.0,1,1,1,1,0,16,2,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19038,16.28,2527200,8,8,1.95,64,6,3600,75.5,158.3,7.4,156.0,1,1,1,1,0,16,2,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17990,16.59,2527200,9,8,2.1,128,6,4020,76.1,162.0,8.3,188.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8490,15.49,1123200,9,8,2.0,32,2,4000,77.35,154.4,8.35,165.0,1,1,1,1,0,8,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13990,15.75,1094400,8,8,1.8,64,3,4230,75.4,155.9,8.1,168.0,1,1,1,1,0,13,2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990,16.0,2527200,8,8,2.0,64,6,3500,74.0,156.7,7.99,169.0,1,1,1,1,0,16,2,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19600,16.28,2527200,8,8,1.95,64,4,3600,75.5,158.3,7.4,156.0,1,1,1,1,0,16,2,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21150,16.0,2527200,8,8,2.0,64,6,3500,74.0,156.7,7.99,169.0,1,1,1,1,0,16,2,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17500,15.75,1094400,8,8,1.8,64,4,4230,75.4,155.9,8.1,168.0,1,1,1,1,0,13,2,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12990,15.75,1094400,8,8,2.3,32,3,4230,75.4,155.9,8.2,170.0,1,1,1,1,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14495,15.75,1094400,8,8,1.8,64,4,4230,75.6,156.2,8.2,168.0,1,1,1,0,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9500,15.75,1094400,8,8,1.8,16,2,4230,75.6,156.2,8.2,168.0,1,1,1,0,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9500,15.75,1094400,8,8,1.8,16,2,4230,75.6,156.2,8.2,168.0,1,1,1,0,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13990,16.56,1152000,9,8,1.8,128,4,5000,75.6,163.6,9.1,195.0,1,1,1,1,0,48,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11490,15.8,1094400,9,8,1.8,64,4,4230,75.5,155.9,8.3,165.0,1,1,1,1,0,13,2,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11490,15.8,1094400,9,8,1.8,64,4,4230,75.5,155.9,8.3,165.0,1,1,1,1,0,13,2,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16990,16.51,2527200,9,8,2.1,128,6,4000,76.1,161.3,8.8,190.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16990,16.51,2527200,9,8,2.1,128,6,4000,76.1,161.3,8.8,190.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31590,16.26,2527200,8,8,2.2,128,8,3700,74.6,157.6,7.9,183.0,1,1,1,0,0,12,2,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13490,14.48,1036800,7,8,2.5,32,3,3180,73.1,150.5,7.7,143.0,1,1,0,1,0,13,1,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9490,14.48,1036800,7,8,2.5,16,2,3180,73.1,150.5,7.7,143.0,1,1,1,1,0,13,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22990,15.82,2462400,8,8,2.0,64,4,3400,75.3,156.0,7.8,158.0,1,1,1,0,0,16,1,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13990,16.59,2527200,9,8,2.1,128,4,4020,76.1,162.0,8.3,188.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13990,16.59,2527200,9,8,2.1,128,4,4020,76.1,162.0,8.3,188.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17990,16.59,2527200,9,8,2.1,128,6,4020,76.1,162.0,8.3,188.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18990,13.97,921600,5,8,1.4,64,4,3075,76.0,154.5,7.38,160.0,1,1,1,0,0,13,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18990,13.97,921600,5,8,1.4,64,4,3075,76.0,154.5,7.38,160.0,1,1,1,0,0,13,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18990,13.97,921600,5,8,1.4,64,4,3075,76.0,154.5,7.38,160.0,1,1,0,1,0,13,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11990,13.97,921600,5,1,1.5,32,3,3075,154.5,7.38,76.0,160.0,0,0,0,1,0,13,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8490,13.21,921600,7,8,1.8,16,3,3000,73.8,148.1,7.6,137.0,1,1,0,1,0,13,1,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12990,15.75,1094400,8,8,1.8,32,3,4230,75.6,156.2,8.2,168.0,1,1,1,0,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18000,13.97,2073600,6,8,1.5,64,4,3200,75.2,153.3,7.3,153.0,1,1,1,0,0,13,1,16,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,15.75,1094400,8,8,1.8,32,4,4230,75.6,156.1,8.2,170.0,1,1,0,1,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13990,14.48,1036800,7,8,2.5,64,4,3180,73.1,150.5,7.7,143.0,1,1,0,1,0,13,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17000,16.0,2527200,8,8,2.0,64,4,3500,74.0,156.7,7.99,169.0,1,1,1,1,0,16,2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15000,15.75,1094400,8,8,1.8,64,4,4230,75.6,156.2,8.2,168.0,1,1,1,0,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14495,15.75,1094400,8,8,1.8,64,4,4230,75.6,156.2,8.2,168.0,1,1,1,0,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9500,15.75,1094400,8,8,1.8,16,2,4230,75.6,156.2,8.2,168.0,1,1,1,0,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9500,15.75,1094400,8,8,1.8,16,2,4230,75.6,156.2,8.2,168.0,1,1,1,0,0,13,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41990,16.76,2527200,9,8,2.8,256,8,4065,77.2,162.0,9.3,215.0,1,1,1,1,0,48,3,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38990,16.76,2527200,9,8,2.8,128,6,4065,77.2,162.0,9.3,215.0,1,1,1,1,0,48,3,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13990,16.56,1152000,9,8,1.8,128,4,5000,75.6,163.6,9.1,195.0,1,1,1,1,0,48,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11490,15.8,1094400,9,8,1.8,64,4,4230,75.5,155.9,8.3,165.0,1,1,1,1,0,13,2,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11490,15.8,1094400,9,8,1.8,64,4,4230,75.5,155.9,8.3,165.0,1,1,1,1,0,13,2,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16990,16.51,2527200,9,8,2.1,128,6,4000,76.1,161.3,8.8,190.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16990,16.51,2527200,9,8,2.1,128,6,4000,76.1,161.3,8.8,190.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31590,16.26,2527200,8,8,2.2,128,8,3700,74.6,157.6,7.9,183.0,1,1,1,0,0,12,2,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13490,14.48,1036800,7,8,2.5,32,3,3180,73.1,150.5,7.7,143.0,1,1,0,1,0,13,1,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9490,14.48,1036800,7,8,2.5,16,2,3180,73.1,150.5,7.7,143.0,1,1,1,1,0,13,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22990,15.82,2462400,8,8,2.0,64,4,3400,75.3,156.0,7.8,158.0,1,1,1,0,0,16,1,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13990,16.59,2527200,9,8,2.1,128,4,4020,76.1,162.0,8.3,188.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13990,16.59,2527200,9,8,2.1,128,4,4020,76.1,162.0,8.3,188.0,1,1,1,1,0,48,2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
